"Category","売上金額","累計構成比"
"きゅうりキムチ",23940,84.82129954116836
"レモンサワー",23750,85.35758156002743
"ハイボール",23560,85.88957332273561
"ネギ塩タン",23220,86.4138877849633
"石焼チーズビビンバ",22260,86.91652516348131
"豚バラ",22040,87.41419487698252
"ご飯(小",21450,87.89854221612049
"黒毛和牛の肉寿司【1貫】",20900,88.37047039271647
"鶏もも",20140,88.82523754470895
"カルピス",19350,89.26216626323202
"ネギ塩カルビ",19350,89.69909498175508
"メガハイボール",18720,90.12179811409368
"大根キムチ",18240,90.53366270457744
"北海道じゃがバタ醤油のホイル焼き",17860,90.93694678275945
"炙りマシュマロアイス",15400,91.28468333393543
"北海道味噌ラーメン",14500,91.61209761913359
"とくちゃん特製石焼チーズビビンバ",14490,91.93928610137645
"わかめスープ",14440,92.26534556884276
"焼きしゃぶカルビ",14060,92.58282452400732
"ジンジャー",13950,92.89781964666349
"センマイ焼き",13680,93.20671808952632
"ポテトサラダ",12540,93.4898749954839
"ほうれん草ナムル",12540,93.77303190144148
"上ハラミ飯ミニ",12160,94.04760829509732
"オレンジ",12000,94.31857184146821
"韓国のり",11780,94.58456772282231
"カシス",11280,94.83927345641095
"【5段】とくちゃんピラミッド",11250,95.09330178113366
"焼き野菜盛合せ",11020,95.34213663788427
"大瓶 キリン瓶ビール",10400,95.5769717114057
"北海道メロンジェラート",10230,95.80796813468689
"黒蜜きな粉アイス",8400,95.99764261714651
"黒烏龍茶",8000,96.17828498139377
"ジャスミン茶",7950,96.3577983308645
"ネギ塩せせり",7310,96.52286029119543
"大瓶 サッポロ瓶ビール",7200,96.68543841901797
"北海道ミルクジェラート",6930,96.84191986704717
"グレープフルーツサワー",6650,96.9920788323277
"ノンアルビール",6270,97.1336572853065
"コークハイ",6270,97.27523573828529
"翠ジンソーダ",6080,97.41252393511321
"芋焼酎",5890,97.54552187579026
"ゆず蜜サワー",5700,97.67422956031643
"抹茶黒蜜きな粉アイス",5700,97.80293724484261
"はちみつ梅酒",5700,97.93164492936879
"十勝豚丼のタレで食べる豚ロース",5590,98.05786878138656
"麦焼酎",5510,98.18228620976187
"バニラアイス",5200,98.2997037465226
"抹茶アイス",5200,98.41712128328332
"ネギ塩ハラミ",5160,98.53363560822281
"ネギ塩鶏もも",5160,98.6501499331623
"ネギ塩豚トロ",4730,98.7569547310235
"とろとろチーズ",4560,98.85992087864444
"ジンジャーハイ",3990,98.95001625781276
"カルピスサワー",3800,99.03582138083021
"赤玉パンチ",3800,99.12162650384766
"ゆずシャーベット",3000,99.1893673904404
"緑茶",3000,99.25710827703313
"ゆず蜜シャーベット",2700,99.31807507496657
"梅酒",2660,99.3781386610788
"ウーロンハイ",2470,99.43391199104013
"翠ジンソーダ",2470,99.48968532100147
"大瓶 アサヒ瓶ビール",2400,99.54387803027565
"緑茶ハイ",2090,99.59107084793524
"ピーチ",1920,99.63442501535458
"ゼンマイナムル",1900,99.6773275768633
"トマトサワー",1900,99.72023013837203
"ゆず梅酒",1900,99.76313269988076
"ネギ塩豚バラ",1720,99.80197080819391
"ネギ",1500,99.83584125149028
"焼きおにぎり1個",1330,99.86587304454639
"白鹿ワンカップ",1140,99.89161458145162
"やみつきニンニク",1100,99.91645290653562
"生レモン追加",800,99.93451714296035
"おろしポン酢",800,99.95258137938507
"焼きそらまめ",800,99.97064561580979
"赤玉パンチ",760,99.98780664041328
"ジャスミンハイ",380,99.99638715271503
"たまご",160,99.99999999999997
"冷やしトマト",0,99.99999999999997
"コチュジャン",0,99.99999999999997
"おろしニンニク",0,99.99999999999997
"お冷",0,99.99999999999997
"生タンユッケ",0,99.99999999999997
"厚切り牛タン",0,99.99999999999997
"牛タンごろごろ焼き",0,99.99999999999997
"まるちょう",0,99.99999999999997
"石焼チゲスープ",0,99.99999999999997
"本日の赤字焼肉A",0,99.99999999999997
"本日の赤字焼肉B",0,99.99999999999997
"本日の赤字焼肉C",0,99.99999999999997
"本日の赤字焼肉D",0,99.99999999999997
"鶏ももバジル焼き",0,99.99999999999997
"豚バラガーリック",0,99.99999999999997
"トロたん",0,99.99999999999997
"たん食べ比べセット",0,99.99999999999997
"枝豆掴み取り",0,99.99999999999997
"レトルトカレー(お子様用)",0,99.99999999999997
"和牛ユッケ寿司30cm",0,99.99999999999997
"和牛ユッケ寿司50cm",0,99.99999999999997
"包み野菜",0,99.99999999999997
"100円一品",0,99.99999999999997
"きゅうり青唐辛子和え",0,99.99999999999997
"和牛ユッケネギまみれ",0,99.99999999999997
"ホタテバター",0,99.99999999999997
"1000ベロセット",0,99.99999999999997
"セセリと鶏ももの青唐焼き",0,99.99999999999997
"トニスプリン",0,99.99999999999997
"ホルモンの塩煮込み",0,99.99999999999997
"袋詰め放題",0,99.99999999999997
"牛並ハラミ",0,99.99999999999997
"肉カレーハーフ",0,99.99999999999997
"豆腐と豆の和風サラダ",0,99.99999999999997
"コース",0,99.99999999999997
