"Category","売上金額","累計構成比"
"グレープフルーツサワー",6080,96.6442977933288
"ネギ塩せせり",6020,96.79327513318249
"抹茶黒蜜きな粉アイス",6000,96.94175753170776
"黒烏龍茶",6000,97.09023993023304
"ジンジャーハイ",5890,97.23600015145202
"とろとろチーズ",5700,97.37705843005102
"きゅうり青唐辛子和え",5700,97.51811670865003
"カシス",5520,97.65472051529328
"ネギ塩鶏もも",5160,97.78241537802501
"バニラアイス",5000,97.9061507101294
"大瓶 サッポロ瓶ビール",4800,98.02493662894962
"ゆず蜜サワー",4750,98.1424851944488
"はちみつ梅酒",4560,98.255331817328
"コークハイ",4370,98.36347649758724
"梅酒",4370,98.47162117784649
"100円一品",4100,98.5730841501721
"ノンアルビール",3990,98.6718249451914
"麦焼酎",3420,98.7564599123508
"ジャスミンハイ",3420,98.84109487951021
"トマトサワー",3420,98.92572984666961
"ゆずシャーベット",3400,99.0098698725006
"ピーチ",3120,99.08708071973375
"ネギ塩豚トロ",3010,99.1615693896606
"ゆず梅酒",2850,99.23209852896011
"ホルモンの塩煮込み",2660,99.29792572563964
"翠ジンソーダ",2470,99.35905097969922
"ゆず蜜シャーベット",2400,99.41844393910932
"和牛ユッケ寿司50cm",2380,99.47734195719102
"ゼンマイナムル",2280,99.53376526863062
"緑茶",2250,99.5894461680776
"ネギ塩豚バラ",2150,99.6426523608825
"抹茶アイス",1800,99.68719708044007
"セセリと鶏ももの青唐焼き",1740,99.7302569760124
"大瓶 キリン瓶ビール",1600,99.76985228228581
"ウーロンハイ",1520,99.80746782324555
"豆腐と豆の和風サラダ",1500,99.84458842287687
"おろしポン酢",1000,99.86933548929774
"ネギ",800,99.88913314243445
"赤玉パンチ",760,99.90794091291431
"たまご",720,99.92575880073734
"やみつきニンニク",600,99.94060704058987
"白鹿ワンカップ",570,99.95471286844977
"緑茶ハイ",570,99.96881869630968
"生レモン追加",500,99.98119222952012
"赤玉パンチ",380,99.99059611476005
"レトルトカレー(お子様用)",380,99.99999999999999
"コチュジャン",0,99.99999999999999
"おろしニンニク",0,99.99999999999999
"お冷",0,99.99999999999999
"肉カレーハーフ",0,99.99999999999999
"コース",0,99.99999999999999
